_dataobs_,id,age,gender,driving_experience,education,income,credit_score,vehicle_ownership,vehicle_year,married,children,postal_code,annual_mileage,vehicle_type,speeding_violations,duis,past_accidents,outcome,IMP_annual_mileage,IMP_credit_score,GRP_IMP_credit_score,GRP_age,GRP_children,GRP_married,GRP_past_accidents,GRP_speeding_violations,GRP_vehicle_ownership,GRP_driving_experience,GRP_education,GRP_income,GRP_vehicle_year,BIN_outcome
1934,527814,1,1,10-19y,none,poverty,0.5090413982,0,before 2015,0,1,10238,11000,sedan,1,0,3,1,11000,0.5090413982,3,3,4,3,4,3,3,3,4,4,2,1
1936,856747,0,1,0-9y,high school,working class,,1,before 2015,1,1,92101,10000,sedan,0,0,0,1,10000,0.5250327586,3,2,4,4,3,3,4,2,2,5,2,1
1942,559326,0,1,0-9y,none,poverty,0.2544700936,1,before 2015,0,1,10238,13000,sedan,0,0,0,1,13000,0.2544700936,2,2,4,3,3,3,4,2,4,4,2,1
1943,942534,2,1,20-29y,high school,working class,0.3977511302,0,before 2015,0,0,10238,18000,sedan,1,0,3,1,18000,0.3977511302,2,4,3,3,4,3,3,4,2,5,2,1
1947,297130,0,1,0-9y,none,poverty,0.390963386,0,before 2015,1,0,32765,9000,sedan,0,0,0,1,9000,0.390963386,2,2,3,4,3,3,3,2,4,4,2,1
1948,930707,2,0,20-29y,high school,upper class,0.5636298303,1,after 2015,1,1,10238,10000,sedan,2,0,5,0,10000,0.5636298303,4,4,4,4,4,4,4,4,2,2,3,0
1949,784749,1,1,10-19y,university,middle class,0.505127264,0,before 2015,0,0,10238,16000,sedan,0,1,1,0,16000,0.505127264,3,3,3,3,3,3,3,3,3,3,2,0
1958,771944,3,0,30y+,high school,upper class,0.6563811456,1,before 2015,1,1,10238,9000,sedan,4,0,5,0,9000,0.6563811456,5,4,4,4,4,4,4,5,2,2,2,0
1960,739655,3,1,30y+,high school,upper class,0.687789317,1,after 2015,1,1,10238,11000,sedan,4,1,4,0,11000,0.687789317,5,4,4,4,4,4,4,5,2,2,3,0
1961,557158,2,1,20-29y,university,upper class,,1,after 2015,0,1,10238,15000,sedan,4,0,3,0,15000,0.5250327586,3,4,4,3,4,4,4,4,3,2,3,0
1962,988458,3,0,30y+,none,upper class,0.5658647798,1,after 2015,1,1,32765,6000,sedan,10,3,4,0,6000,0.5658647798,4,4,4,4,4,4,4,5,4,2,3,0
1963,844425,2,1,20-29y,high school,middle class,0.5074746712,1,after 2015,0,1,32765,6000,sedan,6,2,2,0,6000,0.5074746712,3,4,4,3,4,4,4,4,2,3,3,0
1964,343044,1,0,10-19y,university,upper class,0.647739712,1,before 2015,0,1,32765,9000,sedan,1,1,0,1,9000,0.647739712,5,3,4,3,3,3,4,3,3,2,2,1
1965,104623,2,1,20-29y,high school,upper class,0.7146041052,1,before 2015,0,1,32765,10000,sedan,2,1,3,0,10000,0.7146041052,5,4,4,3,4,4,4,4,2,2,2,0
1966,401259,1,0,10-19y,university,middle class,0.5876351707,1,after 2015,0,1,10238,10000,sedan,0,1,0,0,10000,0.5876351707,4,3,4,3,3,3,4,3,3,3,3,0
1973,947390,1,1,0-9y,none,working class,0.4852303649,0,before 2015,0,1,10238,15000,sedan,0,0,0,1,15000,0.4852303649,3,3,4,3,3,3,3,2,4,5,2,1
1997,625565,1,1,10-19y,high school,middle class,,0,after 2015,0,1,10238,13000,sedan,1,0,2,1,13000,0.5250327586,3,3,4,3,4,3,3,3,2,3,3,1
2000,761455,2,1,20-29y,high school,upper class,0.68107895,1,before 2015,1,0,10238,12000,sedan,3,2,4,0,12000,0.68107895,5,4,3,4,4,4,4,4,2,2,2,0
2006,125408,3,1,30y+,university,upper class,0.7079048188,1,after 2015,1,1,10238,12000,sedan,4,1,2,0,12000,0.7079048188,5,4,4,4,4,4,4,5,3,2,3,0
2009,137209,1,0,10-19y,university,middle class,0.6680436827,0,before 2015,0,1,10238,10000,sedan,0,0,1,0,10000,0.6680436827,5,3,4,3,3,3,3,3,3,3,2,0
2015,904544,2,0,0-9y,university,upper class,0.7976152776,1,before 2015,1,0,10238,13000,sedan,0,0,0,0,13000,0.7976152776,5,4,3,4,3,3,4,2,3,2,2,0
2017,343102,1,0,10-19y,none,poverty,0.3763502095,1,before 2015,1,1,10238,8000,sedan,1,0,0,0,8000,0.3763502095,2,3,4,4,3,3,4,3,4,4,2,0
2018,748173,1,1,10-19y,none,poverty,0.2539444112,1,before 2015,0,1,10238,15000,sedan,1,0,1,1,15000,0.2539444112,2,3,4,3,3,3,4,3,4,4,2,1
2036,407435,2,0,20-29y,university,upper class,0.638014854,1,before 2015,1,1,92101,11000,sedan,3,0,1,0,11000,0.638014854,5,4,4,4,3,4,4,4,3,2,2,0
2039,754120,0,1,0-9y,high school,working class,,1,after 2015,0,1,32765,14000,sedan,0,0,0,1,14000,0.5250327586,3,2,4,3,3,3,4,2,2,5,3,1
2070,760605,1,0,10-19y,none,middle class,0.5050324632,0,before 2015,0,1,32765,11000,sedan,2,0,0,1,11000,0.5050324632,3,3,4,3,3,4,3,3,4,3,2,1
2081,979335,2,1,10-19y,high school,upper class,0.5584527326,1,after 2015,1,0,10238,7000,sedan,5,0,3,0,7000,0.5584527326,4,4,3,4,4,4,4,3,2,2,3,0
2091,934382,3,0,20-29y,university,upper class,0.7241955103,1,before 2015,1,1,10238,10000,sedan,0,0,1,0,10000,0.7241955103,5,4,4,4,3,3,4,4,3,2,2,0
2101,29449,2,1,20-29y,high school,upper class,0.6271623553,1,after 2015,1,1,32765,8000,sedan,5,1,1,0,8000,0.6271623553,5,4,4,4,3,4,4,4,2,2,3,0
2103,149754,0,0,0-9y,university,upper class,0.5735998414,1,after 2015,1,1,32765,11000,sedan,0,0,0,0,11000,0.5735998414,4,2,4,4,3,3,4,2,3,2,3,0
2105,100663,1,0,10-19y,none,poverty,,0,before 2015,0,0,32765,11000,sedan,3,0,0,1,11000,0.5250327586,3,3,3,3,3,4,3,3,4,4,2,1
2106,723172,0,0,0-9y,university,middle class,0.4452397305,1,before 2015,0,0,10238,,sedan,0,0,0,0,12000,0.4452397305,3,2,3,3,3,3,4,2,3,3,2,0
2109,137374,1,0,10-19y,high school,working class,0.4362970861,1,before 2015,1,1,10238,,sedan,0,0,0,0,12000,0.4362970861,3,3,4,4,3,3,4,3,2,5,2,0
2120,923366,2,1,10-19y,university,middle class,0.5326129836,1,before 2015,0,1,10238,11000,sedan,1,0,3,0,11000,0.5326129836,4,4,4,3,4,3,4,3,3,3,2,0
2125,414418,1,0,0-9y,high school,middle class,0.5580379199,1,before 2015,1,1,32765,,sedan,0,0,0,1,12000,0.5580379199,4,3,4,4,3,3,4,2,2,3,2,1
2126,210455,3,1,30y+,university,upper class,0.4762108231,1,before 2015,1,1,10238,10000,sedan,4,0,6,0,10000,0.4762108231,3,4,4,4,4,4,4,5,3,2,2,0
2137,640219,1,1,10-19y,none,poverty,0.4237378642,1,before 2015,0,0,10238,12000,sedan,1,0,2,0,12000,0.4237378642,2,3,3,3,4,3,4,3,4,4,2,0
2139,524634,0,0,0-9y,none,working class,0.4926039648,1,before 2015,0,1,10238,12000,sedan,0,0,0,0,12000,0.4926039648,3,2,4,3,3,3,4,2,4,5,2,0
2151,173718,2,1,10-19y,university,upper class,0.5742174528,1,before 2015,0,1,10238,14000,sedan,0,0,2,0,14000,0.5742174528,4,4,4,3,4,3,4,3,3,2,2,0
2157,66238,1,1,10-19y,high school,middle class,,1,before 2015,1,0,10238,13000,sedan,5,0,1,1,13000,0.5250327586,3,3,3,4,3,4,4,3,2,3,2,1
2165,515497,2,0,20-29y,university,working class,0.5958371735,0,before 2015,1,1,10238,14000,sedan,0,0,2,0,14000,0.5958371735,4,4,4,4,4,3,3,4,3,5,2,0
2178,858902,2,0,20-29y,university,upper class,0.7071368241,0,after 2015,0,0,10238,17000,sedan,0,1,1,0,17000,0.7071368241,5,4,3,3,3,3,3,4,3,2,3,0
2181,403612,2,0,20-29y,university,upper class,0.5828923586,1,before 2015,1,1,10238,12000,sedan,2,0,3,0,12000,0.5828923586,4,4,4,4,4,4,4,4,3,2,2,0
2188,97567,2,0,20-29y,university,middle class,0.3552297445,1,before 2015,1,0,10238,15000,sedan,0,0,1,0,15000,0.3552297445,2,4,3,4,3,3,4,4,3,3,2,0
2190,909401,1,0,10-19y,high school,working class,0.5682701951,1,before 2015,0,0,32765,,sedan,2,0,0,0,12000,0.5682701951,4,3,3,3,3,4,4,3,2,5,2,0
2193,631763,1,1,10-19y,university,middle class,0.6241214269,1,before 2015,0,1,32765,12000,sedan,1,0,1,1,12000,0.6241214269,5,3,4,3,3,3,4,3,3,3,2,1
2196,648626,3,0,10-19y,university,upper class,0.7068968853,1,before 2015,1,1,10238,12000,sedan,1,0,1,0,12000,0.7068968853,5,4,4,4,3,3,4,3,3,2,2,0
2198,380598,0,0,0-9y,high school,working class,0.6524048543,0,before 2015,1,1,10238,9000,sedan,0,0,0,0,9000,0.6524048543,5,2,4,4,3,3,3,2,2,5,2,0
2205,483195,3,1,10-19y,university,upper class,0.6706215883,1,before 2015,1,1,92101,9000,sedan,1,0,0,0,9000,0.6706215883,5,4,4,4,3,3,4,3,3,2,2,0
2216,880485,0,0,0-9y,high school,poverty,0.2493628097,0,before 2015,0,0,10238,16000,sedan,0,0,0,0,16000,0.2493628097,2,2,3,3,3,3,3,2,2,4,2,0
2218,594112,3,1,30y+,high school,middle class,,1,before 2015,0,1,32765,11000,sedan,7,2,3,0,11000,0.5250327586,3,4,4,3,4,4,4,5,2,3,2,0
2221,129218,0,0,0-9y,high school,middle class,0.4570728332,1,before 2015,1,0,32765,10000,sedan,0,0,0,1,10000,0.4570728332,3,2,3,4,3,3,4,2,2,3,2,1
2225,458061,1,1,10-19y,university,upper class,,1,after 2015,0,1,10238,14000,sedan,0,1,2,0,14000,0.5250327586,3,3,4,3,4,3,4,3,3,2,3,0
2230,401212,2,1,20-29y,none,working class,0.3932963057,1,before 2015,1,1,10238,11000,sedan,2,0,2,0,11000,0.3932963057,2,4,4,4,4,4,4,4,4,5,2,0
2234,772679,1,0,0-9y,high school,working class,0.3545723668,1,before 2015,0,1,10238,14000,sedan,0,0,0,1,14000,0.3545723668,2,3,4,3,3,3,4,2,2,5,2,1
2240,386754,1,0,10-19y,high school,middle class,0.5438368709,1,before 2015,0,1,10238,15000,sedan,0,0,0,0,15000,0.5438368709,4,3,4,3,3,3,4,3,2,3,2,0
2247,62534,3,1,30y+,university,upper class,0.6113521669,1,before 2015,0,1,10238,14000,sedan,2,0,3,0,14000,0.6113521669,5,4,4,3,4,4,4,5,3,2,2,0
2257,527103,1,1,10-19y,none,poverty,0.4412887875,0,before 2015,0,1,10238,16000,sedan,0,1,5,1,16000,0.4412887875,3,3,4,3,4,3,3,3,4,4,2,1
2262,987946,2,1,20-29y,high school,working class,0.3257088395,1,before 2015,0,1,32765,10000,sedan,6,1,2,0,10000,0.3257088395,2,4,4,3,4,4,4,4,2,5,2,0
2286,233968,0,0,0-9y,high school,middle class,0.4747628156,1,before 2015,0,0,32765,14000,sedan,0,0,0,1,14000,0.4747628156,3,2,3,3,3,3,4,2,2,3,2,1
2294,232741,3,1,30y+,high school,upper class,0.6729033336,1,after 2015,1,0,32765,13000,sedan,7,1,2,0,13000,0.6729033336,5,4,3,4,4,4,4,5,2,2,3,0
2296,125369,2,0,10-19y,university,upper class,0.5455841292,1,before 2015,1,1,10238,14000,sedan,1,0,0,0,14000,0.5455841292,4,4,4,4,3,3,4,3,3,2,2,0
2302,249454,2,0,20-29y,none,working class,0.5053357774,1,before 2015,1,0,32765,16000,sedan,0,0,1,0,16000,0.5053357774,3,4,3,4,3,3,4,4,4,5,2,0
2305,860859,3,1,30y+,high school,middle class,0.5003602786,1,before 2015,0,1,32765,10000,sedan,10,1,5,0,10000,0.5003602786,3,4,4,3,4,4,4,5,2,3,2,0
2306,409904,3,0,0-9y,high school,upper class,0.5585067511,1,after 2015,0,1,10238,,sports car,0,0,0,0,12000,0.5585067511,4,4,4,3,3,3,4,2,2,2,3,0
2311,114845,3,0,20-29y,university,upper class,0.6311921399,0,before 2015,1,1,32765,5000,sedan,5,1,0,0,5000,0.6311921399,5,4,4,4,3,4,3,4,3,2,2,0
2312,491567,3,0,30y+,none,upper class,0.5431625565,1,after 2015,0,0,10238,16000,sedan,0,0,0,0,16000,0.5431625565,4,4,3,3,3,3,4,5,4,2,3,0
2313,605113,1,1,10-19y,none,working class,0.4201405305,1,before 2015,0,0,10238,14000,sedan,0,0,2,1,14000,0.4201405305,2,3,3,3,4,3,4,3,4,5,2,1
2319,238538,2,0,20-29y,high school,middle class,0.5951126133,0,after 2015,1,1,92101,14000,sedan,1,1,0,1,14000,0.5951126133,4,4,4,4,3,3,3,4,2,3,3,1
2321,687774,1,0,10-19y,none,poverty,0.3550991539,0,before 2015,1,0,10238,12000,sedan,0,0,0,0,12000,0.3550991539,2,3,3,4,3,3,3,3,4,4,2,0
2324,539454,0,0,0-9y,high school,middle class,0.570286378,1,after 2015,0,0,10238,,sedan,0,0,0,0,12000,0.570286378,4,2,3,3,3,3,4,2,2,3,3,0
2325,347529,1,1,10-19y,high school,poverty,0.4268889132,0,before 2015,0,1,32765,9000,sedan,4,0,0,0,9000,0.4268889132,2,3,4,3,3,4,3,3,2,4,2,0
2328,453408,0,0,0-9y,high school,working class,0.479911057,0,before 2015,0,1,10238,11000,sedan,0,0,0,1,11000,0.479911057,3,2,4,3,3,3,3,2,2,5,2,1
2335,438501,0,0,0-9y,none,poverty,0.3915608743,0,before 2015,0,0,32765,11000,sedan,0,0,0,1,11000,0.3915608743,2,2,3,3,3,3,3,2,4,4,2,1
2345,450963,1,1,10-19y,university,upper class,0.5592727405,1,before 2015,1,1,10238,13000,sedan,4,0,1,0,13000,0.5592727405,4,3,4,4,3,4,4,3,3,2,2,0
2346,143988,1,0,10-19y,high school,middle class,0.4460040777,1,before 2015,0,0,92101,16000,sedan,1,0,0,0,16000,0.4460040777,3,3,3,3,3,3,4,3,2,3,2,0
2347,209390,0,0,0-9y,high school,working class,0.1909109064,1,before 2015,0,1,92101,12000,sedan,0,0,0,0,12000,0.1909109064,2,2,4,3,3,3,4,2,2,5,2,0
2351,598245,2,0,10-19y,university,upper class,0.6344892139,1,before 2015,1,1,10238,13000,sedan,0,1,0,0,13000,0.6344892139,5,4,4,4,3,3,4,3,3,2,2,0
2352,540591,3,0,30y+,university,upper class,0.6995446355,1,after 2015,0,1,92101,15000,sedan,2,0,0,0,15000,0.6995446355,5,4,4,3,3,4,4,5,3,2,3,0
2353,155014,1,1,10-19y,none,middle class,0.5281288009,0,before 2015,0,0,10238,12000,sedan,0,0,1,0,12000,0.5281288009,3,3,3,3,3,3,3,3,4,3,2,0
2354,157378,2,0,20-29y,none,working class,0.5145932969,0,before 2015,0,1,10238,14000,sedan,0,0,0,0,14000,0.5145932969,3,4,4,3,3,3,3,4,4,5,2,0
2357,320298,1,1,10-19y,none,working class,0.5891825731,1,before 2015,1,1,10238,8000,sedan,1,1,4,0,8000,0.5891825731,4,3,4,4,4,3,4,3,4,5,2,0
2363,929575,0,0,0-9y,high school,poverty,0.3897618137,0,before 2015,0,0,32765,12000,sedan,0,0,0,1,12000,0.3897618137,2,2,3,3,3,3,3,2,2,4,2,1
2370,727706,3,1,10-19y,university,upper class,0.5517639857,0,before 2015,1,1,10238,9000,sedan,0,0,2,1,9000,0.5517639857,4,4,4,4,4,3,3,3,3,2,2,1
2376,41036,2,1,20-29y,university,upper class,0.5289439455,1,after 2015,0,1,10238,,sedan,2,0,4,0,12000,0.5289439455,3,4,4,3,4,4,4,4,3,2,3,0
2379,929235,2,1,20-29y,high school,middle class,0.4300539953,1,before 2015,0,1,32765,9000,sedan,7,1,2,0,9000,0.4300539953,3,4,4,3,4,4,4,4,2,3,2,0
2382,85101,0,1,0-9y,university,middle class,0.6382422176,1,before 2015,0,0,10238,16000,sedan,0,0,0,1,16000,0.6382422176,5,2,3,3,3,3,4,2,3,3,2,1
2383,196030,0,1,0-9y,university,poverty,,1,before 2015,0,1,10238,11000,sedan,0,0,0,1,11000,0.5250327586,3,2,4,3,3,3,4,2,3,4,2,1
2386,981883,1,1,10-19y,university,upper class,0.6374302155,1,before 2015,0,1,10238,12000,sedan,0,0,1,0,12000,0.6374302155,5,3,4,3,3,3,4,3,3,2,2,0
2405,917512,2,0,20-29y,high school,upper class,0.5445201947,1,before 2015,1,1,32765,8000,sedan,6,0,1,0,8000,0.5445201947,4,4,4,4,3,4,4,4,2,2,2,0
2418,146993,2,1,20-29y,high school,middle class,0.5826401515,0,after 2015,0,1,10238,12000,sedan,0,1,3,0,12000,0.5826401515,4,4,4,3,4,3,3,4,2,3,3,0
2419,38823,0,1,0-9y,none,poverty,0.4314023407,1,before 2015,0,0,32765,14000,sedan,0,0,0,1,14000,0.4314023407,3,2,3,3,3,3,4,2,4,4,2,1
2420,697272,2,1,20-29y,none,upper class,0.6724867135,1,after 2015,0,0,32765,11000,sedan,3,1,2,0,11000,0.6724867135,5,4,3,3,4,4,4,4,4,2,3,0
2426,975805,2,1,20-29y,university,upper class,0.7442115208,1,before 2015,1,1,32765,5000,sedan,9,0,1,0,5000,0.7442115208,5,4,4,4,3,4,4,4,3,2,2,0
2427,124495,0,0,0-9y,university,poverty,0.4320015447,1,before 2015,0,0,10238,16000,sedan,0,0,0,1,16000,0.4320015447,3,2,3,3,3,3,4,2,3,4,2,1
2430,587520,1,1,0-9y,high school,middle class,0.6086626027,1,before 2015,1,1,10238,9000,sedan,0,0,0,1,9000,0.6086626027,4,3,4,4,3,3,4,2,2,3,2,1
2433,321760,0,1,0-9y,high school,poverty,0.345877567,1,after 2015,0,0,10238,16000,sedan,0,0,0,0,16000,0.345877567,2,2,3,3,3,3,4,2,2,4,3,0
2435,684569,2,0,0-9y,high school,poverty,0.4012988308,0,after 2015,0,1,32765,9000,sedan,0,0,0,0,9000,0.4012988308,2,4,4,3,3,3,3,2,2,4,3,0
2440,996412,3,1,30y+,university,upper class,0.5672085631,1,after 2015,1,1,32765,7000,sedan,7,3,3,0,7000,0.5672085631,4,4,4,4,4,4,4,5,3,2,3,0
2442,407608,1,1,0-9y,high school,middle class,,0,before 2015,0,0,10238,13000,sedan,0,0,0,1,13000,0.5250327586,3,3,3,3,3,3,3,2,2,3,2,1
2449,192887,2,0,20-29y,university,upper class,0.6932490174,1,before 2015,0,1,10238,13000,sedan,0,0,0,0,13000,0.6932490174,5,4,4,3,3,3,4,4,3,2,2,0
2450,996686,2,1,0-9y,none,middle class,0.5876578999,1,before 2015,1,1,10238,9000,sedan,0,0,0,1,9000,0.5876578999,4,4,4,4,3,3,4,2,4,3,2,1
2456,717225,3,0,10-19y,university,upper class,0.6286553955,1,after 2015,1,1,10238,13000,sedan,0,0,0,0,13000,0.6286553955,5,4,4,4,3,3,4,3,3,2,3,0
2458,359804,3,1,30y+,university,upper class,0.6722376653,1,before 2015,1,1,10238,,sedan,3,1,6,0,12000,0.6722376653,5,4,4,4,4,4,4,5,3,2,2,0
2461,864007,0,0,0-9y,none,poverty,0.2729819143,0,before 2015,0,0,10238,12000,sedan,0,0,0,1,12000,0.2729819143,2,2,3,3,3,3,3,2,4,4,2,1
2468,741619,1,0,10-19y,university,upper class,0.5303668303,1,after 2015,1,1,92101,14000,sedan,0,0,0,0,14000,0.5303668303,4,3,4,4,3,3,4,3,3,2,3,0
2470,424224,3,1,30y+,university,upper class,,1,before 2015,1,1,10238,11000,sedan,6,1,5,0,11000,0.5250327586,3,4,4,4,4,4,4,5,3,2,2,0
2472,611990,0,0,0-9y,university,middle class,0.5137678771,1,before 2015,0,1,10238,17000,sedan,0,0,0,1,17000,0.5137678771,3,2,4,3,3,3,4,2,3,3,2,1
2475,103781,0,1,0-9y,high school,middle class,0.6541748008,0,before 2015,0,1,32765,10000,sedan,0,0,0,1,10000,0.6541748008,5,2,4,3,3,3,3,2,2,3,2,1
2477,532528,1,0,10-19y,high school,working class,,1,before 2015,0,1,10238,,sedan,0,0,0,0,12000,0.5250327586,3,3,4,3,3,3,4,3,2,5,2,0
2478,678798,0,0,0-9y,high school,poverty,0.2955426897,0,after 2015,0,1,10238,10000,sedan,0,0,0,0,10000,0.2955426897,2,2,4,3,3,3,3,2,2,4,3,0
2484,721594,3,1,0-9y,university,upper class,0.5856176485,1,before 2015,1,1,10238,14000,sedan,0,0,0,1,14000,0.5856176485,4,4,4,4,3,3,4,2,3,2,2,1
2490,418382,2,0,10-19y,university,upper class,0.5891292628,1,before 2015,1,1,10238,10000,sedan,0,0,1,0,10000,0.5891292628,4,4,4,4,3,3,4,3,3,2,2,0
2496,440086,2,0,20-29y,high school,upper class,,1,before 2015,0,1,21217,12000,sedan,0,0,1,1,12000,0.5250327586,3,4,4,3,3,3,4,4,2,2,2,1
2505,800070,2,1,20-29y,high school,middle class,0.5877156569,1,after 2015,1,1,10238,13000,sedan,3,1,4,0,13000,0.5877156569,4,4,4,4,4,4,4,4,2,3,3,0
2520,582212,3,1,0-9y,university,upper class,0.6038984928,1,after 2015,1,1,10238,9000,sedan,0,0,0,0,9000,0.6038984928,4,4,4,4,3,3,4,2,3,2,3,0
2533,831517,2,1,0-9y,high school,middle class,0.4496283666,0,before 2015,1,0,10238,12000,sedan,0,0,0,1,12000,0.4496283666,3,4,3,4,3,3,3,2,2,3,2,1
2534,990159,3,1,30y+,high school,upper class,0.6573853492,1,before 2015,1,1,10238,9000,sedan,7,0,8,0,9000,0.6573853492,5,4,4,4,4,4,4,5,2,2,2,0
2537,764678,1,0,0-9y,university,upper class,0.5574748515,0,before 2015,0,0,10238,12000,sedan,0,0,0,1,12000,0.5574748515,4,3,3,3,3,3,3,2,3,2,2,1
2538,86144,1,1,10-19y,high school,upper class,0.6570524604,1,before 2015,1,1,10238,,sedan,1,0,2,0,12000,0.6570524604,5,3,4,4,4,3,4,3,2,2,2,0
2547,205785,0,1,0-9y,none,poverty,0.277197366,1,before 2015,0,1,32765,10000,sedan,0,0,0,1,10000,0.277197366,2,2,4,3,3,3,4,2,4,4,2,1
2558,712569,1,1,10-19y,none,working class,0.4837379873,0,before 2015,0,1,10238,13000,sedan,1,0,0,1,13000,0.4837379873,3,3,4,3,3,3,3,3,4,5,2,1
2562,63974,0,0,0-9y,high school,working class,0.5288387701,1,before 2015,0,0,10238,10000,sedan,0,0,0,0,10000,0.5288387701,3,2,3,3,3,3,4,2,2,5,2,0
2572,177148,2,0,20-29y,university,upper class,0.5338654736,1,before 2015,1,1,92101,10000,sedan,1,0,0,0,10000,0.5338654736,4,4,4,4,3,3,4,4,3,2,2,0
2573,128172,1,1,10-19y,university,upper class,,1,before 2015,1,1,10238,,sedan,1,0,2,0,12000,0.5250327586,3,3,4,4,4,3,4,3,3,2,2,0
2577,973965,3,0,20-29y,high school,upper class,0.7841761492,1,before 2015,1,1,32765,9000,sedan,5,2,2,0,9000,0.7841761492,5,4,4,4,4,4,4,4,2,2,2,0
2583,953565,2,1,0-9y,university,upper class,0.6989439112,0,after 2015,1,1,10238,12000,sedan,0,0,0,1,12000,0.6989439112,5,4,4,4,3,3,3,2,3,2,3,1
2590,622522,0,1,0-9y,university,upper class,0.6132586436,1,before 2015,1,0,10238,11000,sedan,0,0,0,1,11000,0.6132586436,5,2,3,4,3,3,4,2,3,2,2,1
2594,294545,2,0,10-19y,university,upper class,0.6505476285,1,before 2015,1,1,10238,13000,sedan,0,0,0,0,13000,0.6505476285,5,4,4,4,3,3,4,3,3,2,2,0
2595,829301,2,1,20-29y,high school,upper class,0.6129652656,1,after 2015,1,0,32765,14000,sedan,6,3,0,0,14000,0.6129652656,5,4,3,4,3,4,4,4,2,2,3,0
2599,314491,1,0,10-19y,high school,middle class,0.6108047334,1,before 2015,1,1,10238,10000,sedan,0,0,2,0,10000,0.6108047334,5,3,4,4,4,3,4,3,2,3,2,0
2601,375365,0,1,0-9y,none,poverty,0.2703606882,0,before 2015,0,1,10238,13000,sedan,0,0,0,1,13000,0.2703606882,2,2,4,3,3,3,3,2,4,4,2,1
2627,384750,1,0,10-19y,none,poverty,0.2519206258,1,before 2015,0,0,10238,16000,sedan,1,0,1,1,16000,0.2519206258,2,3,3,3,3,3,4,3,4,4,2,1
2628,702990,3,1,0-9y,university,upper class,0.6287896755,1,before 2015,1,1,10238,12000,sedan,0,0,0,1,12000,0.6287896755,5,4,4,4,3,3,4,2,3,2,2,1
2630,460039,0,1,0-9y,none,poverty,0.3474697376,1,before 2015,1,1,10238,9000,sedan,0,0,0,1,9000,0.3474697376,2,2,4,4,3,3,4,2,4,4,2,1
2636,721133,0,1,0-9y,high school,poverty,0.2702954388,0,before 2015,0,1,32765,7000,sedan,0,0,0,1,7000,0.2702954388,2,2,4,3,3,3,3,2,2,4,2,1
2637,233586,2,1,20-29y,high school,poverty,0.2273905764,1,before 2015,1,1,92101,7000,sedan,1,0,1,0,7000,0.2273905764,2,4,4,4,3,3,4,4,2,4,2,0
2644,192271,2,0,20-29y,none,middle class,0.5310233106,1,before 2015,1,1,10238,12000,sedan,0,3,2,0,12000,0.5310233106,4,4,4,4,4,3,4,4,4,3,2,0
2645,651533,2,0,20-29y,none,working class,0.4629587072,1,before 2015,1,1,21217,13000,sedan,3,0,1,1,13000,0.4629587072,3,4,4,4,3,4,4,4,4,5,2,1
2654,769911,1,1,10-19y,high school,working class,0.3110188615,0,before 2015,1,1,10238,10000,sedan,1,0,1,0,10000,0.3110188615,2,3,4,4,3,3,3,3,2,5,2,0
2671,69241,1,1,0-9y,university,upper class,0.6588498266,1,before 2015,1,1,10238,9000,sedan,0,0,0,1,9000,0.6588498266,5,3,4,4,3,3,4,2,3,2,2,1
2678,927587,2,1,10-19y,university,middle class,,1,after 2015,0,1,10238,12000,sedan,2,0,2,0,12000,0.5250327586,3,4,4,3,4,4,4,3,3,3,3,0
2682,103722,2,0,20-29y,high school,middle class,0.575094736,1,before 2015,1,1,10238,,sedan,0,0,2,0,12000,0.575094736,4,4,4,4,4,3,4,4,2,3,2,0
2701,797155,1,0,10-19y,high school,poverty,0.3122205328,1,before 2015,0,0,10238,15000,sedan,0,1,1,0,15000,0.3122205328,2,3,3,3,3,3,4,3,2,4,2,0
2707,930316,1,1,10-19y,high school,middle class,0.4610850663,1,before 2015,0,0,32765,12000,sedan,0,0,0,0,12000,0.4610850663,3,3,3,3,3,3,4,3,2,3,2,0
2710,676411,3,0,30y+,high school,upper class,0.7048660209,1,before 2015,1,1,32765,10000,sedan,3,0,1,0,10000,0.7048660209,5,4,4,4,3,4,4,5,2,2,2,0
2716,989895,2,1,20-29y,none,middle class,0.414556141,0,before 2015,1,1,10238,11000,sedan,1,1,3,0,11000,0.414556141,2,4,4,4,4,3,3,4,4,3,2,0
2724,179958,1,1,10-19y,university,upper class,,1,before 2015,1,1,10238,11000,sedan,1,0,0,0,11000,0.5250327586,3,3,4,4,3,3,4,3,3,2,2,0
2725,792349,3,0,20-29y,university,upper class,,1,before 2015,1,1,32765,7000,sedan,4,1,1,0,7000,0.5250327586,3,4,4,4,3,4,4,4,3,2,2,0
2731,71802,2,1,0-9y,university,upper class,0.4992610903,1,before 2015,1,1,10238,9000,sports car,0,0,0,0,9000,0.4992610903,3,4,4,4,3,3,4,2,3,2,2,0
2737,551055,3,1,0-9y,university,upper class,0.5540804043,1,after 2015,0,1,10238,14000,sedan,0,0,0,0,14000,0.5540804043,4,4,4,3,3,3,4,2,3,2,3,0
2738,802517,2,0,20-29y,none,poverty,0.4952437708,0,before 2015,0,1,10238,16000,sedan,1,0,0,0,16000,0.4952437708,3,4,4,3,3,3,3,4,4,4,2,0
