_dataobs_,id,age,gender,driving_experience,education,income,credit_score,vehicle_ownership,vehicle_year,married,children,postal_code,annual_mileage,vehicle_type,speeding_violations,duis,past_accidents,outcome,IMP_annual_mileage,IMP_credit_score,GRP_IMP_credit_score,GRP_age,GRP_children,GRP_married,GRP_past_accidents,GRP_speeding_violations,GRP_vehicle_ownership,GRP_driving_experience,GRP_education,GRP_income,GRP_vehicle_year,BIN_outcome
2114,356221,1,0,0-9y,high school,working class,0.3169549856,0,before 2015,1,1,32765,5000,sedan,0,0,0,1,5000,0.3169549856,2,3,4,4,3,3,3,2,2,5,2,1
2115,263650,1,0,10-19y,none,poverty,0.4978181079,1,before 2015,0,0,10238,13000,sedan,0,0,0,0,13000,0.4978181079,3,3,3,3,3,3,4,3,4,4,2,0
2116,26068,2,1,10-19y,high school,middle class,0.4692976564,0,before 2015,1,1,32765,8000,sedan,2,0,0,0,8000,0.4692976564,3,4,4,4,3,4,3,3,2,3,2,0
2117,488670,3,1,30y+,university,upper class,0.6896413341,1,before 2015,1,1,10238,7000,sedan,8,0,6,0,7000,0.6896413341,5,4,4,4,4,4,4,5,3,2,2,0
2118,539261,0,1,0-9y,high school,poverty,,1,before 2015,0,0,10238,17000,sedan,0,0,0,1,17000,0.5250327586,3,2,3,3,3,3,4,2,2,4,2,1
2119,582320,2,1,20-29y,high school,middle class,0.4090419122,0,after 2015,0,1,10238,12000,sedan,4,1,4,0,12000,0.4090419122,2,4,4,3,4,4,3,4,2,3,3,0
2121,542,1,1,10-19y,university,upper class,,1,after 2015,0,1,10238,10000,sedan,0,0,0,0,10000,0.5250327586,3,3,4,3,3,3,4,3,3,2,3,0
2122,609396,2,0,20-29y,high school,upper class,0.7655869449,1,after 2015,1,1,32765,11000,sedan,0,2,2,0,11000,0.7655869449,5,4,4,4,4,3,4,4,2,2,3,0
2123,207095,1,1,10-19y,none,poverty,0.3384209774,0,before 2015,0,1,32765,11000,sedan,3,0,1,1,11000,0.3384209774,2,3,4,3,3,4,3,3,4,4,2,1
2124,370509,3,1,30y+,university,upper class,0.7885664331,1,after 2015,1,1,10238,6000,sedan,9,0,8,0,6000,0.7885664331,5,4,4,4,4,4,4,5,3,2,3,0
2127,277877,0,0,0-9y,none,poverty,0.3505557155,0,before 2015,1,0,10238,14000,sedan,0,0,0,1,14000,0.3505557155,2,2,3,4,3,3,3,2,4,4,2,1
2128,867133,3,1,20-29y,university,upper class,,1,before 2015,0,1,10238,12000,sedan,3,0,3,0,12000,0.5250327586,3,4,4,3,4,4,4,4,3,2,2,0
2129,75850,0,0,0-9y,none,working class,0.506033613,1,before 2015,0,0,32765,14000,sedan,0,0,0,1,14000,0.506033613,3,2,3,3,3,3,4,2,4,5,2,1
2130,730488,2,0,20-29y,none,middle class,0.4917950387,1,after 2015,1,1,32765,8000,sedan,5,0,0,0,8000,0.4917950387,3,4,4,4,3,4,4,4,4,3,3,0
2131,261354,1,0,10-19y,university,upper class,0.6997710983,1,before 2015,1,1,10238,10000,sedan,0,0,0,0,10000,0.6997710983,5,3,4,4,3,3,4,3,3,2,2,0
2132,605330,0,1,0-9y,none,poverty,0.236774996,1,before 2015,0,0,10238,15000,sedan,0,0,0,1,15000,0.236774996,2,2,3,3,3,3,4,2,4,4,2,1
2133,946135,1,0,10-19y,high school,working class,0.3774203905,1,before 2015,0,1,92101,,sedan,1,0,0,0,12000,0.3774203905,2,3,4,3,3,3,4,3,2,5,2,0
2134,583046,2,0,20-29y,none,working class,0.4196007692,0,after 2015,0,1,10238,14000,sedan,0,0,1,0,14000,0.4196007692,2,4,4,3,3,3,3,4,4,5,3,0
2135,17273,1,1,10-19y,none,poverty,0.1239775486,0,before 2015,1,1,10238,9000,sedan,1,0,2,0,9000,0.1239775486,2,3,4,4,4,3,3,3,4,4,2,0
2136,355449,1,0,10-19y,university,upper class,0.6453992259,1,after 2015,1,1,10238,10000,sedan,1,0,1,0,10000,0.6453992259,5,3,4,4,3,3,4,3,3,2,3,0
2138,239558,0,1,0-9y,none,poverty,0.3629215327,1,before 2015,1,1,32765,10000,sedan,0,0,0,1,10000,0.3629215327,2,2,4,4,3,3,4,2,4,4,2,1
2140,171568,2,0,20-29y,high school,middle class,0.6018223019,0,before 2015,0,1,10238,13000,sedan,1,0,2,0,13000,0.6018223019,4,4,4,3,4,3,3,4,2,3,2,0
2141,375322,1,1,10-19y,high school,middle class,0.6062550323,1,after 2015,1,1,10238,12000,sedan,0,0,2,0,12000,0.6062550323,4,3,4,4,4,3,4,3,2,3,3,0
2142,639474,1,1,0-9y,high school,working class,0.4028825434,1,before 2015,1,1,10238,10000,sports car,0,0,0,1,10000,0.4028825434,2,3,4,4,3,3,4,2,2,5,2,1
2143,855355,0,0,0-9y,none,middle class,0.5353128388,0,after 2015,0,0,10238,15000,sedan,0,0,0,1,15000,0.5353128388,4,2,3,3,3,3,3,2,4,3,3,1
2144,293072,2,1,0-9y,high school,middle class,0.4839548733,0,before 2015,1,1,10238,11000,sedan,0,0,0,1,11000,0.4839548733,3,4,4,4,3,3,3,2,2,3,2,1
2145,528528,3,1,30y+,high school,upper class,0.4225679673,1,after 2015,1,1,10238,8000,sedan,7,2,7,0,8000,0.4225679673,2,4,4,4,4,4,4,5,2,2,3,0
2146,458933,2,1,0-9y,high school,poverty,0.2377429798,1,before 2015,0,1,32765,9000,sedan,0,0,0,1,9000,0.2377429798,2,4,4,3,3,3,4,2,2,4,2,1
2147,495705,2,0,10-19y,university,upper class,0.8163355504,1,after 2015,1,1,10238,11000,sedan,1,1,1,0,11000,0.8163355504,5,4,4,4,3,3,4,3,3,2,3,0
2148,475525,0,1,0-9y,none,poverty,0.3829853699,1,before 2015,0,0,32765,14000,sports car,0,0,0,1,14000,0.3829853699,2,2,3,3,3,3,4,2,4,4,2,1
2149,98072,2,0,10-19y,university,upper class,0.7182464696,0,after 2015,0,1,10238,14000,sedan,0,1,0,0,14000,0.7182464696,5,4,4,3,3,3,3,3,3,2,3,0
2150,326875,3,1,0-9y,university,upper class,0.6327218261,1,before 2015,1,1,32765,7000,sedan,0,0,0,1,7000,0.6327218261,5,4,4,4,3,3,4,2,3,2,2,1
2152,255141,0,1,0-9y,none,poverty,0.390762857,0,before 2015,0,0,10238,13000,sports car,0,0,0,1,13000,0.390762857,2,2,3,3,3,3,3,2,4,4,2,1
2153,255200,0,0,0-9y,none,poverty,0.0533575455,0,before 2015,0,1,10238,11000,sedan,0,0,0,1,11000,0.0533575455,2,2,4,3,3,3,3,2,4,4,2,1
2154,438776,3,1,20-29y,university,upper class,0.4918327606,1,before 2015,1,1,10238,13000,sedan,1,0,2,0,13000,0.4918327606,3,4,4,4,4,3,4,4,3,2,2,0
2155,710221,2,1,20-29y,none,upper class,0.4517771758,1,before 2015,1,1,10238,12000,sedan,3,0,2,0,12000,0.4517771758,3,4,4,4,4,4,4,4,4,2,2,0
2156,144117,1,1,0-9y,none,poverty,0.3856329585,0,after 2015,0,1,10238,13000,sedan,0,0,0,1,13000,0.3856329585,2,3,4,3,3,3,3,2,4,4,3,1
2158,909696,2,1,0-9y,none,middle class,0.655804177,1,before 2015,0,1,10238,10000,sedan,0,0,0,1,10000,0.655804177,5,4,4,3,3,3,4,2,4,3,2,1
2159,80686,2,1,20-29y,university,middle class,0.6308423359,1,before 2015,0,0,10238,12000,sedan,3,0,1,0,12000,0.6308423359,5,4,3,3,3,4,4,4,3,3,2,0
2160,19144,0,1,0-9y,university,middle class,0.4930343495,0,before 2015,1,1,32765,7000,sedan,0,0,0,1,7000,0.4930343495,3,2,4,4,3,3,3,2,3,3,2,1
2161,839917,3,0,10-19y,university,upper class,0.5254893642,1,before 2015,1,0,92101,,sedan,0,0,1,0,12000,0.5254893642,3,4,3,4,3,3,4,3,3,2,2,0
2162,778159,1,1,10-19y,university,middle class,,0,after 2015,0,1,10238,12000,sedan,1,0,2,0,12000,0.5250327586,3,3,4,3,4,3,3,3,3,3,3,0
2163,452828,1,0,10-19y,high school,upper class,0.6304263342,1,after 2015,1,1,10238,11000,sedan,0,0,0,0,11000,0.6304263342,5,3,4,4,3,3,4,3,2,2,3,0
2164,476160,0,1,0-9y,none,poverty,0.473088768,0,before 2015,0,0,10238,13000,sedan,0,0,0,1,13000,0.473088768,3,2,3,3,3,3,3,2,4,4,2,1
2166,413160,1,1,0-9y,high school,poverty,0.3560925928,0,before 2015,0,0,10238,14000,sedan,0,0,0,1,14000,0.3560925928,2,3,3,3,3,3,3,2,2,4,2,1
2167,977402,3,0,30y+,university,upper class,0.4705417679,1,after 2015,1,1,10238,7000,sedan,3,1,2,0,7000,0.4705417679,3,4,4,4,4,4,4,5,3,2,3,0
2168,144033,2,0,20-29y,high school,upper class,,1,before 2015,1,1,92101,11000,sedan,1,0,1,0,11000,0.5250327586,3,4,4,4,3,3,4,4,2,2,2,0
2169,901502,0,1,0-9y,high school,middle class,0.5999885147,1,after 2015,0,1,10238,12000,sports car,0,0,0,0,12000,0.5999885147,4,2,4,3,3,3,4,2,2,3,3,0
2170,379539,3,0,30y+,university,upper class,0.7146856523,1,after 2015,1,1,10238,11000,sedan,2,0,4,0,11000,0.7146856523,5,4,4,4,4,4,4,5,3,2,3,0
2171,450283,3,0,30y+,university,upper class,0.6341607288,1,before 2015,0,1,10238,,sedan,5,1,1,0,12000,0.6341607288,5,4,4,3,3,4,4,5,3,2,2,0
2172,266757,2,1,10-19y,none,working class,0.4411041307,1,before 2015,0,1,10238,13000,sedan,4,0,0,0,13000,0.4411041307,3,4,4,3,3,4,4,3,4,5,2,0
2173,934754,3,0,10-19y,high school,upper class,0.7246438662,1,after 2015,1,1,92101,10000,sedan,1,0,0,0,10000,0.7246438662,5,4,4,4,3,3,4,3,2,2,3,0
2174,131347,3,0,30y+,none,working class,0.4919249369,0,before 2015,0,1,32765,12000,sedan,7,0,2,0,12000,0.4919249369,3,4,4,3,4,4,3,5,4,5,2,0
2175,104918,2,1,20-29y,high school,upper class,0.6277294056,1,after 2015,0,1,32765,8000,sedan,6,1,0,0,8000,0.6277294056,5,4,4,3,3,4,4,4,2,2,3,0
2176,478922,3,1,0-9y,university,upper class,0.5851312984,1,before 2015,1,1,32765,4000,sedan,0,0,0,0,4000,0.5851312984,4,4,4,4,3,3,4,2,3,2,2,0
2177,81923,2,0,20-29y,high school,upper class,0.4316815861,1,before 2015,1,1,10238,13000,sedan,0,0,3,0,13000,0.4316815861,3,4,4,4,4,3,4,4,2,2,2,0
2179,103963,3,0,0-9y,high school,upper class,0.7019551732,1,before 2015,0,1,10238,,sedan,0,0,0,0,12000,0.7019551732,5,4,4,3,3,3,4,2,2,2,2,0
2180,13158,1,1,10-19y,none,poverty,0.2625927482,0,before 2015,0,0,10238,11000,sedan,2,0,3,1,11000,0.2625927482,2,3,3,3,4,4,3,3,4,4,2,1
2182,161526,3,0,30y+,university,upper class,0.6590255214,1,after 2015,1,1,32765,8000,sedan,7,0,3,0,8000,0.6590255214,5,4,4,4,4,4,4,5,3,2,3,0
2183,347548,2,1,10-19y,university,upper class,0.6495399152,1,after 2015,0,0,10238,,sedan,1,0,0,0,12000,0.6495399152,5,4,3,3,3,3,4,3,3,2,3,0
2184,440831,0,1,0-9y,university,working class,0.3900668519,0,before 2015,0,0,10238,16000,sedan,0,0,0,1,16000,0.3900668519,2,2,3,3,3,3,3,2,3,5,2,1
2185,170034,2,1,20-29y,university,upper class,0.7258759548,1,before 2015,1,1,10238,10000,sedan,0,2,0,0,10000,0.7258759548,5,4,4,4,3,3,4,4,3,2,2,0
2186,280967,0,1,0-9y,university,working class,0.4016725835,1,before 2015,1,1,10238,8000,sedan,0,0,0,1,8000,0.4016725835,2,2,4,4,3,3,4,2,3,5,2,1
2187,36103,2,1,20-29y,high school,middle class,0.6101559993,1,after 2015,0,1,10238,10000,sedan,6,0,6,0,10000,0.6101559993,5,4,4,3,4,4,4,4,2,3,3,0
2189,407469,0,0,0-9y,high school,working class,0.5818195278,0,before 2015,0,0,10238,13000,sedan,0,0,0,1,13000,0.5818195278,4,2,3,3,3,3,3,2,2,5,2,1
2191,900406,2,1,0-9y,none,working class,0.2972676937,1,before 2015,0,1,10238,12000,sedan,0,0,0,1,12000,0.2972676937,2,4,4,3,3,3,4,2,4,5,2,1
2192,729740,3,0,0-9y,university,upper class,0.5334791091,1,before 2015,1,1,10238,8000,sedan,0,0,0,1,8000,0.5334791091,4,4,4,4,3,3,4,2,3,2,2,1
2194,349786,2,0,20-29y,high school,upper class,0.6312359635,1,after 2015,1,1,10238,10000,sedan,1,1,2,0,10000,0.6312359635,5,4,4,4,4,3,4,4,2,2,3,0
2195,999259,2,0,20-29y,high school,poverty,,0,before 2015,1,1,10238,11000,sedan,0,0,1,0,11000,0.5250327586,3,4,4,4,3,3,3,4,2,4,2,0
2197,63413,2,0,20-29y,high school,upper class,0.4750576296,1,before 2015,1,1,10238,,sedan,0,0,1,0,12000,0.4750576296,3,4,4,4,3,3,4,4,2,2,2,0
2199,816809,2,0,0-9y,university,middle class,0.6025768346,1,before 2015,1,1,10238,14000,sedan,0,0,0,1,14000,0.6025768346,4,4,4,4,3,3,4,2,3,3,2,1
2200,149377,0,1,0-9y,high school,working class,0.3993318596,0,before 2015,0,1,32765,13000,sedan,0,0,0,1,13000,0.3993318596,2,2,4,3,3,3,3,2,2,5,2,1
2201,950482,1,1,10-19y,university,working class,0.3762875378,0,after 2015,0,0,10238,14000,sedan,2,0,1,0,14000,0.3762875378,2,3,3,3,3,4,3,3,3,5,3,0
2202,493793,1,1,0-9y,high school,middle class,0.512608117,1,before 2015,1,1,92101,9000,sedan,0,0,0,1,9000,0.512608117,3,3,4,4,3,3,4,2,2,3,2,1
2203,565846,3,1,20-29y,university,upper class,0.5084533409,1,after 2015,0,1,10238,9000,sports car,2,0,4,0,9000,0.5084533409,3,4,4,3,4,4,4,4,3,2,3,0
2204,816988,2,0,20-29y,university,upper class,0.4600415995,1,before 2015,1,1,32765,9000,sedan,1,1,1,0,9000,0.4600415995,3,4,4,4,3,3,4,4,3,2,2,0
2206,644057,1,0,10-19y,university,upper class,0.5768240845,1,after 2015,0,1,10238,14000,sedan,1,0,0,0,14000,0.5768240845,4,3,4,3,3,3,4,3,3,2,3,0
2207,465420,3,0,20-29y,high school,middle class,0.4111437812,1,before 2015,0,1,10238,14000,sedan,1,0,1,0,14000,0.4111437812,2,4,4,3,3,3,4,4,2,3,2,0
2208,626247,3,0,30y+,none,middle class,0.4736587824,1,before 2015,1,1,10238,7000,sedan,1,0,1,0,7000,0.4736587824,3,4,4,4,3,3,4,5,4,3,2,0
2209,703897,1,1,10-19y,university,upper class,0.7748838699,1,before 2015,1,1,92101,16000,sedan,2,1,0,1,16000,0.7748838699,5,3,4,4,3,4,4,3,3,2,2,1
2210,221270,2,0,10-19y,high school,working class,0.3797243465,0,after 2015,0,1,10238,16000,sedan,2,0,0,1,16000,0.3797243465,2,4,4,3,3,4,3,3,2,5,3,1
2211,484719,2,0,20-29y,high school,upper class,0.469634681,1,after 2015,0,1,10238,11000,sedan,3,0,5,0,11000,0.469634681,3,4,4,3,4,4,4,4,2,2,3,0
2212,511641,1,1,10-19y,none,poverty,0.2885813295,0,before 2015,1,0,10238,13000,sedan,0,0,5,1,13000,0.2885813295,2,3,3,4,4,3,3,3,4,4,2,1
2213,838182,3,1,0-9y,university,upper class,0.6428710808,1,after 2015,0,0,10238,18000,sedan,0,0,0,1,18000,0.6428710808,5,4,3,3,3,3,4,2,3,2,3,1
2214,621495,1,0,10-19y,none,working class,,1,before 2015,0,1,10238,11000,sedan,0,0,0,0,11000,0.5250327586,3,3,4,3,3,3,4,3,4,5,2,0
2215,564107,1,0,10-19y,none,poverty,0.3130835787,0,before 2015,1,1,10238,13000,sedan,0,0,0,1,13000,0.3130835787,2,3,4,4,3,3,3,3,4,4,2,1
2217,912800,2,0,10-19y,high school,middle class,0.6359489381,1,before 2015,0,1,32765,13000,sedan,2,0,0,1,13000,0.6359489381,5,4,4,3,3,4,4,3,2,3,2,1
2219,431366,1,0,10-19y,high school,upper class,0.5957286884,1,after 2015,0,0,10238,17000,sedan,0,0,0,0,17000,0.5957286884,4,3,3,3,3,3,4,3,2,2,3,0
2220,526718,1,0,10-19y,high school,upper class,0.6174977753,1,after 2015,1,0,32765,12000,sedan,3,0,0,0,12000,0.6174977753,5,3,3,4,3,4,4,3,2,2,3,0
2222,952652,2,0,20-29y,high school,middle class,0.5081736491,1,after 2015,1,1,10238,9000,sedan,1,1,4,0,9000,0.5081736491,3,4,4,4,4,3,4,4,2,3,3,0
2223,698612,2,0,20-29y,none,working class,0.4933174043,1,before 2015,1,1,10238,9000,sedan,1,0,4,0,9000,0.4933174043,3,4,4,4,4,3,4,4,4,5,2,0
2224,468417,2,0,0-9y,university,upper class,0.693003787,1,after 2015,1,1,10238,7000,sedan,0,0,0,0,7000,0.693003787,5,4,4,4,3,3,4,2,3,2,3,0
2226,989175,1,0,10-19y,high school,middle class,,1,before 2015,1,1,10238,11000,sedan,2,0,4,0,11000,0.5250327586,3,3,4,4,4,4,4,3,2,3,2,0
2227,628739,3,0,10-19y,university,upper class,0.6843528624,1,after 2015,1,1,10238,12000,sedan,1,0,1,0,12000,0.6843528624,5,4,4,4,3,3,4,3,3,2,3,0
2228,325475,3,0,10-19y,university,upper class,0.6875783382,1,after 2015,0,1,10238,10000,sedan,0,0,0,0,10000,0.6875783382,5,4,4,3,3,3,4,3,3,2,3,0
2229,81498,2,1,20-29y,none,working class,0.3493872235,0,before 2015,0,1,10238,16000,sedan,3,1,0,0,16000,0.3493872235,2,4,4,3,3,4,3,4,4,5,2,0
2231,647537,0,0,0-9y,high school,poverty,0.6053845904,0,before 2015,1,0,10238,16000,sedan,0,0,0,1,16000,0.6053845904,4,2,3,4,3,3,3,2,2,4,2,1
2232,212191,1,0,10-19y,none,working class,0.4214707888,0,before 2015,0,1,10238,12000,sedan,0,1,0,1,12000,0.4214707888,2,3,4,3,3,3,3,3,4,5,2,1
2233,734069,2,1,10-19y,none,working class,0.3591755604,1,before 2015,0,1,10238,11000,sedan,0,0,1,0,11000,0.3591755604,2,4,4,3,3,3,4,3,4,5,2,0
2235,990504,2,1,0-9y,none,middle class,0.4321300584,0,before 2015,1,1,10238,13000,sedan,0,0,0,1,13000,0.4321300584,3,4,4,4,3,3,3,2,4,3,2,1
2236,586583,0,1,0-9y,high school,working class,0.5123282849,0,before 2015,0,0,32765,13000,sedan,0,0,0,1,13000,0.5123282849,3,2,3,3,3,3,3,2,2,5,2,1
2237,857839,0,1,0-9y,university,working class,,1,after 2015,1,1,10238,10000,sedan,0,0,0,0,10000,0.5250327586,3,2,4,4,3,3,4,2,3,5,3,0
2238,865298,1,0,10-19y,high school,upper class,0.587816428,0,after 2015,1,1,10238,10000,sedan,1,0,1,0,10000,0.587816428,4,3,4,4,3,3,3,3,2,2,3,0
2239,235795,0,0,0-9y,university,middle class,0.6080659514,1,before 2015,0,0,10238,12000,sedan,0,0,0,1,12000,0.6080659514,4,2,3,3,3,3,4,2,3,3,2,1
2241,104558,2,1,20-29y,none,working class,0.5284781341,1,before 2015,1,0,10238,13000,sedan,2,0,3,0,13000,0.5284781341,3,4,3,4,4,4,4,4,4,5,2,0
2242,132255,2,0,20-29y,university,upper class,,1,after 2015,1,1,92101,7000,sedan,1,0,6,0,7000,0.5250327586,3,4,4,4,4,3,4,4,3,2,3,0
2243,21679,2,1,0-9y,high school,upper class,0.5838536413,1,after 2015,1,0,10238,11000,sedan,0,0,0,0,11000,0.5838536413,4,4,3,4,3,3,4,2,2,2,3,0
2244,826621,1,1,10-19y,university,upper class,0.5766424135,1,before 2015,1,1,32765,10000,sedan,1,0,0,0,10000,0.5766424135,4,3,4,4,3,3,4,3,3,2,2,0
2245,479665,1,0,10-19y,high school,middle class,0.6076431032,1,after 2015,1,1,10238,14000,sedan,1,0,1,0,14000,0.6076431032,4,3,4,4,3,3,4,3,2,3,3,0
2246,472052,0,1,0-9y,university,middle class,0.4665225387,1,before 2015,0,1,32765,12000,sedan,0,0,0,1,12000,0.4665225387,3,2,4,3,3,3,4,2,3,3,2,1
2248,793551,2,0,20-29y,high school,middle class,0.7159265369,1,before 2015,0,1,10238,11000,sedan,1,0,1,0,11000,0.7159265369,5,4,4,3,3,3,4,4,2,3,2,0
2249,716599,1,0,10-19y,university,working class,0.4857759254,0,before 2015,0,0,10238,11000,sedan,2,0,1,0,11000,0.4857759254,3,3,3,3,3,4,3,3,3,5,2,0
2250,280162,2,0,0-9y,university,upper class,0.8164725583,1,after 2015,1,1,21217,11000,sedan,0,0,0,1,11000,0.8164725583,5,4,4,4,3,3,4,2,3,2,3,1
2251,601572,2,0,0-9y,high school,working class,,1,before 2015,1,1,32765,,sedan,0,0,0,0,12000,0.5250327586,3,4,4,4,3,3,4,2,2,5,2,0
2252,229398,3,1,30y+,high school,upper class,0.7198423258,1,after 2015,0,1,10238,17000,sedan,3,2,2,0,17000,0.7198423258,5,4,4,3,4,4,4,5,2,2,3,0
2253,818352,1,1,10-19y,university,middle class,0.5619783574,0,before 2015,1,0,32765,12000,sedan,0,0,1,1,12000,0.5619783574,4,3,3,4,3,3,3,3,3,3,2,1
2254,845185,0,1,0-9y,university,middle class,0.4061057835,1,before 2015,0,1,10238,10000,sedan,0,0,0,0,10000,0.4061057835,2,2,4,3,3,3,4,2,3,3,2,0
2255,292794,1,1,0-9y,university,upper class,0.6291251206,1,after 2015,1,0,10238,14000,sedan,0,0,0,0,14000,0.6291251206,5,3,3,4,3,3,4,2,3,2,3,0
2256,96177,0,0,0-9y,high school,poverty,0.3100993634,1,after 2015,0,0,32765,,sedan,0,0,0,0,12000,0.3100993634,2,2,3,3,3,3,4,2,2,4,3,0
2258,879618,1,1,0-9y,university,middle class,0.624766818,0,before 2015,0,0,10238,16000,sedan,0,0,0,1,16000,0.624766818,5,3,3,3,3,3,3,2,3,3,2,1
2259,16371,1,0,10-19y,university,upper class,,0,before 2015,1,1,32765,7000,sedan,3,0,0,1,7000,0.5250327586,3,3,4,4,3,4,3,3,3,2,2,1
2260,402250,2,1,20-29y,university,upper class,0.5382316145,1,before 2015,1,1,32765,,sedan,5,1,1,0,12000,0.5382316145,4,4,4,4,3,4,4,4,3,2,2,0
2261,696770,1,1,10-19y,none,working class,0.4618607083,1,before 2015,0,1,10238,16000,sedan,0,1,0,0,16000,0.4618607083,3,3,4,3,3,3,4,3,4,5,2,0
2263,695567,1,1,10-19y,high school,middle class,,1,before 2015,1,0,10238,12000,sedan,1,0,1,0,12000,0.5250327586,3,3,3,4,3,3,4,3,2,3,2,0
2264,658273,2,1,20-29y,university,upper class,0.3426020228,1,before 2015,0,1,10238,12000,sedan,3,0,1,0,12000,0.3426020228,2,4,4,3,3,4,4,4,3,2,2,0
2265,628348,1,0,10-19y,university,middle class,,1,before 2015,0,1,92101,12000,sedan,3,1,0,1,12000,0.5250327586,3,3,4,3,3,4,4,3,3,3,2,1
2266,631499,3,1,30y+,university,upper class,0.6272827908,1,after 2015,1,1,10238,12000,sedan,3,0,3,0,12000,0.6272827908,5,4,4,4,4,4,4,5,3,2,3,0
2267,55559,0,1,0-9y,none,poverty,0.3539233358,0,before 2015,0,0,32765,7000,sedan,0,0,0,1,7000,0.3539233358,2,2,3,3,3,3,3,2,4,4,2,1
2268,491394,1,1,10-19y,high school,working class,0.3368387192,1,before 2015,1,1,10238,12000,sedan,0,0,2,0,12000,0.3368387192,2,3,4,4,4,3,4,3,2,5,2,0
2269,896754,1,1,0-9y,university,upper class,0.5013975339,1,before 2015,1,1,10238,8000,sedan,0,0,0,0,8000,0.5013975339,3,3,4,4,3,3,4,2,3,2,2,0
2270,8055,0,0,0-9y,none,middle class,0.6859296357,1,after 2015,1,0,10238,13000,sedan,0,0,0,0,13000,0.6859296357,5,2,3,4,3,3,4,2,4,3,3,0
2271,229715,2,1,20-29y,university,upper class,0.7934413374,1,before 2015,1,1,21217,12000,sedan,0,0,2,1,12000,0.7934413374,5,4,4,4,4,3,4,4,3,2,2,1
2272,361925,2,0,10-19y,university,upper class,0.6945959774,1,after 2015,0,1,10238,12000,sedan,0,0,0,0,12000,0.6945959774,5,4,4,3,3,3,4,3,3,2,3,0
2273,216068,3,1,30y+,high school,middle class,0.5790642584,1,after 2015,1,1,10238,12000,sedan,3,2,4,0,12000,0.5790642584,4,4,4,4,4,4,4,5,2,3,3,0
2274,325967,2,1,0-9y,none,working class,0.4803057894,1,before 2015,0,1,10238,,sedan,0,0,0,1,12000,0.4803057894,3,4,4,3,3,3,4,2,4,5,2,1
2275,950010,3,1,10-19y,high school,upper class,0.5733039194,1,after 2015,1,1,32765,6000,sedan,3,0,1,0,6000,0.5733039194,4,4,4,4,3,4,4,3,2,2,3,0
2276,168357,3,0,20-29y,university,upper class,0.540309303,1,before 2015,1,1,10238,13000,sedan,1,0,4,0,13000,0.540309303,4,4,4,4,4,3,4,4,3,2,2,0
2277,777567,3,0,10-19y,high school,upper class,0.5507862406,1,after 2015,1,1,10238,15000,sedan,0,1,0,0,15000,0.5507862406,4,4,4,4,3,3,4,3,2,2,3,0
2278,695357,1,0,10-19y,high school,working class,0.4126790216,1,after 2015,1,1,10238,13000,sedan,0,0,0,0,13000,0.4126790216,2,3,4,4,3,3,4,3,2,5,3,0
2279,62619,2,1,20-29y,university,middle class,0.4692112925,1,before 2015,1,1,10238,,sedan,3,0,5,0,12000,0.4692112925,3,4,4,4,4,4,4,4,3,3,2,0
2280,241008,1,0,0-9y,high school,poverty,,1,before 2015,0,1,10238,14000,sedan,0,0,0,0,14000,0.5250327586,3,3,4,3,3,3,4,2,2,4,2,0
2281,464427,0,0,0-9y,none,poverty,0.3615365303,0,before 2015,0,0,10238,15000,sedan,0,0,0,1,15000,0.3615365303,2,2,3,3,3,3,3,2,4,4,2,1
2282,269292,2,1,20-29y,university,middle class,0.4980226035,1,before 2015,1,1,92101,,sedan,1,0,0,0,12000,0.4980226035,3,4,4,4,3,3,4,4,3,3,2,0
2283,422409,1,0,10-19y,high school,poverty,0.3233952212,1,before 2015,0,1,32765,12000,sedan,2,0,2,0,12000,0.3233952212,2,3,4,3,4,4,4,3,2,4,2,0
2284,850789,0,1,0-9y,high school,poverty,0.2092074383,0,before 2015,0,1,10238,12000,sedan,0,0,0,1,12000,0.2092074383,2,2,4,3,3,3,3,2,2,4,2,1
2285,29071,2,0,20-29y,high school,middle class,0.6587634687,1,before 2015,0,1,21217,10000,sedan,1,0,1,1,10000,0.6587634687,5,4,4,3,3,3,4,4,2,3,2,1
2287,312512,3,1,10-19y,university,upper class,0.624946394,1,before 2015,0,1,10238,10000,sedan,0,0,1,0,10000,0.624946394,5,4,4,3,3,3,4,3,3,2,2,0
2288,67903,0,0,0-9y,none,poverty,,1,before 2015,0,0,92101,15000,sedan,0,0,0,1,15000,0.5250327586,3,2,3,3,3,3,4,2,4,4,2,1
2289,847188,2,0,20-29y,university,middle class,0.4590963601,1,before 2015,1,1,10238,10000,sedan,4,1,0,0,10000,0.4590963601,3,4,4,4,3,4,4,4,3,3,2,0
2290,243725,0,0,0-9y,university,poverty,0.4458145649,0,before 2015,0,1,10238,14000,sedan,0,0,0,1,14000,0.4458145649,3,2,4,3,3,3,3,2,3,4,2,1
2291,450086,2,0,10-19y,high school,middle class,,1,before 2015,0,1,32765,10000,sedan,2,0,0,1,10000,0.5250327586,3,4,4,3,3,4,4,3,2,3,2,1
2292,997850,1,0,10-19y,high school,working class,0.4356844433,1,after 2015,0,0,10238,18000,sedan,1,0,0,0,18000,0.4356844433,3,3,3,3,3,3,4,3,2,5,3,0
